Left,Satisfaction Level,Work Accident,Average Monthly Hours,Last Evaluation,Years in the Company,salary,Department,Number of Projects,Promoted in the last 5 years?,Date Hired
No,0.49,No,190,0.48,2,medium,technical,3,No,2018-05-24T00:00:00Z
No,0.91,No,183,0.97,3,low,support,4,No,2017-06-20T00:00:00Z
No,0.74,No,255,0.92,3,low,support,5,No,2017-04-05T00:00:00Z
No,0.86,No,252,0.82,4,low,support,4,No,2016-11-29T00:00:00Z
No,0.95,No,260,0.81,2,low,support,3,No,2018-09-02T00:00:00Z
No,0.65,No,136,0.98,3,low,support,3,No,2017-06-06T00:00:00Z
No,0.7,No,182,0.56,2,low,support,4,No,2018-11-01T00:00:00Z
No,0.14,No,142,0.66,5,low,support,6,No,2015-08-05T00:00:00Z
No,0.92,No,261,0.53,4,low,support,2,No,2016-04-19T00:00:00Z
No,0.54,No,209,0.6,2,low,support,3,No,2018-02-09T00:00:00Z
No,0.76,No,156,0.95,4,high,support,2,No,2016-12-31T00:00:00Z
No,0.78,No,214,0.66,2,low,technical,4,No,2018-01-22T00:00:00Z
No,0.85,No,250,0.86,3,low,technical,4,No,2017-08-03T00:00:00Z
No,0.55,No,149,0.72,3,low,management,3,No,2017-03-21T00:00:00Z
No,0.68,No,271,0.61,2,high,IT,5,No,2018-01-14T00:00:00Z
No,0.91,No,187,0.68,2,low,IT,4,No,2018-09-20T00:00:00Z
No,0.76,No,154,0.56,2,low,IT,3,No,2018-02-16T00:00:00Z
No,0.15,No,264,0.67,3,low,IT,4,No,2017-05-05T00:00:00Z
No,0.95,No,144,0.6,3,high,IT,2,No,2017-10-15T00:00:00Z
No,0.74,No,200,0.37,3,low,product_mng,6,No,2017-06-30T00:00:00Z
No,0.96,No,161,0.9,3,medium,product_mng,3,No,2017-06-09T00:00:00Z
No,0.21,No,245,0.72,6,high,IT,3,No,2014-03-17T00:00:00Z
No,0.85,No,167,0.67,4,medium,RandD,3,No,2016-10-28T00:00:00Z
No,0.52,No,168,0.86,3,medium,RandD,5,No,2017-05-24T00:00:00Z
No,0.54,No,261,0.81,6,medium,RandD,5,No,2014-03-10T00:00:00Z
No,0.56,No,274,0.81,4,medium,RandD,5,No,2016-10-01T00:00:00Z
No,0.59,No,181,0.79,3,medium,RandD,4,No,2017-01-09T00:00:00Z
No,0.7,No,184,0.84,3,medium,sales,4,No,2017-09-21T00:00:00Z
No,0.95,No,193,0.58,2,medium,accounting,3,No,2018-08-16T00:00:00Z
No,0.76,No,197,0.62,3,low,technical,4,No,2017-05-22T00:00:00Z
No,0.82,No,252,0.92,3,medium,management,5,No,2017-11-07T00:00:00Z
No,0.55,No,136,0.97,3,medium,marketing,4,No,2017-09-06T00:00:00Z
No,0.89,No,194,0.55,4,medium,marketing,5,No,2016-07-26T00:00:00Z
No,0.66,No,190,0.94,3,medium,marketing,4,No,2017-07-13T00:00:00Z
No,0.56,No,155,0.66,2,medium,sales,5,No,2018-09-28T00:00:00Z
No,0.53,No,228,0.72,3,medium,sales,3,No,2017-09-13T00:00:00Z
No,0.8,No,188,0.41,4,high,sales,3,No,2016-03-31T00:00:00Z
No,0.95,No,245,0.78,3,low,sales,4,No,2017-03-20T00:00:00Z
No,0.9,No,205,0.88,2,low,sales,4,No,2018-08-29T00:00:00Z
No,0.5,No,269,0.97,3,low,sales,4,No,2017-09-19T00:00:00Z
No,0.4,No,207,0.59,6,high,sales,3,No,2014-08-05T00:00:00Z
No,0.52,No,250,0.85,4,low,sales,3,No,2016-07-03T00:00:00Z
No,0.84,No,217,0.62,3,low,sales,5,No,2017-10-29T00:00:00Z
No,0.78,No,252,0.98,3,high,sales,5,No,2017-09-19T00:00:00Z
No,0.59,No,169,0.71,2,low,sales,5,No,2018-08-03T00:00:00Z
No,0.69,No,105,0.97,4,low,sales,5,No,2016-04-29T00:00:00Z
No,0.87,No,268,0.93,2,low,sales,4,No,2018-08-07T00:00:00Z
No,0.66,No,145,1,2,low,sales,5,No,2018-04-03T00:00:00Z
No,0.5,No,165,0.54,3,low,accounting,4,No,2017-11-09T00:00:00Z
No,0.95,No,253,0.75,4,low,accounting,3,No,2016-05-20T00:00:00Z
No,0.77,No,254,0.64,3,medium,accounting,3,No,2017-11-02T00:00:00Z
No,0.66,No,218,0.5,2,medium,hr,3,No,2018-06-22T00:00:00Z
No,0.7,No,239,0.87,3,medium,hr,5,No,2017-04-27T00:00:00Z
No,0.69,No,266,0.59,4,medium,technical,4,No,2016-02-27T00:00:00Z
No,0.59,No,146,0.93,3,medium,technical,4,No,2017-12-29T00:00:00Z
No,0.5,No,238,0.51,4,medium,technical,5,No,2016-05-17T00:00:00Z
No,0.53,No,188,0.99,3,high,technical,3,No,2017-06-16T00:00:00Z
No,0.84,No,237,0.9,2,low,technical,4,No,2018-02-15T00:00:00Z
No,0.51,No,201,0.95,3,medium,technical,4,No,2017-12-06T00:00:00Z
No,0.53,No,188,0.56,3,medium,technical,5,No,2017-01-31T00:00:00Z
No,0.98,No,137,0.63,3,medium,support,3,No,2017-10-20T00:00:00Z
No,0.95,No,263,0.81,3,medium,support,4,No,2017-02-21T00:00:00Z
No,0.13,No,217,0.76,3,low,support,5,No,2017-06-22T00:00:00Z
No,0.5,No,213,0.64,4,low,support,4,No,2016-09-05T00:00:00Z
No,0.93,No,244,0.76,3,low,support,3,No,2017-02-10T00:00:00Z
No,0.5,No,252,0.87,2,low,support,3,No,2018-02-23T00:00:00Z
No,0.66,No,168,0.84,2,low,support,4,No,2018-04-15T00:00:00Z
No,0.89,No,212,0.79,3,low,support,4,No,2017-01-21T00:00:00Z
No,0.46,No,258,0.43,3,low,support,4,No,2017-03-20T00:00:00Z
No,0.67,No,210,0.6,3,low,support,4,No,2017-05-24T00:00:00Z
No,0.96,No,246,0.9,3,low,support,4,No,2017-08-03T00:00:00Z
No,0.67,No,215,0.57,4,low,technical,5,No,2016-05-20T00:00:00Z
No,0.72,No,175,0.72,4,low,technical,4,No,2016-05-13T00:00:00Z
No,0.65,No,221,0.49,2,low,management,5,No,2018-09-07T00:00:00Z
No,0.72,No,219,0.67,3,low,IT,5,No,2017-07-07T00:00:00Z
No,0.78,No,154,0.58,3,low,IT,3,No,2017-04-22T00:00:00Z
No,0.93,No,266,0.56,2,low,IT,3,No,2018-04-04T00:00:00Z
No,0.73,No,224,0.85,4,low,IT,5,No,2016-01-23T00:00:00Z
No,0.47,No,159,0.5,2,low,product_mng,4,No,2018-01-25T00:00:00Z
No,0.56,No,247,0.62,3,low,product_mng,4,No,2017-06-04T00:00:00Z
No,0.72,No,137,0.86,2,low,product_mng,4,No,2018-05-22T00:00:00Z
No,0.91,No,251,0.56,4,medium,product_mng,4,No,2016-05-06T00:00:00Z
No,0.79,No,210,0.49,3,medium,IT,5,No,2017-03-07T00:00:00Z
No,0.53,No,123,0.75,4,medium,RandD,2,No,2016-01-20T00:00:00Z
No,0.14,No,253,0.51,6,medium,RandD,4,No,2014-06-05T00:00:00Z
No,0.78,No,242,0.92,4,medium,RandD,5,No,2016-09-24T00:00:00Z
No,0.52,No,238,0.74,3,medium,RandD,3,No,2017-04-18T00:00:00Z
No,0.94,No,151,0.68,2,medium,RandD,5,No,2018-04-25T00:00:00Z
No,0.83,No,158,0.8,4,medium,marketing,4,No,2016-07-30T00:00:00Z
No,0.44,No,120,0.68,2,medium,marketing,2,No,2018-02-14T00:00:00Z
No,0.72,No,187,0.74,2,medium,sales,3,No,2018-07-26T00:00:00Z
No,0.84,No,140,0.58,3,medium,accounting,3,No,2017-03-11T00:00:00Z
No,0.76,No,164,0.99,2,medium,support,3,No,2018-04-21T00:00:00Z
No,0.92,No,253,0.94,2,high,technical,5,No,2018-03-02T00:00:00Z
No,0.58,No,235,0.93,2,low,management,5,No,2018-04-15T00:00:00Z
No,0.85,No,189,0.81,4,medium,marketing,4,No,2016-01-21T00:00:00Z
No,0.74,No,258,0.87,2,medium,marketing,4,No,2018-04-29T00:00:00Z
No,0.72,No,158,0.8,3,medium,sales,3,No,2017-06-10T00:00:00Z
No,0.85,No,201,0.72,3,low,sales,3,No,2017-03-08T00:00:00Z
No,0.82,No,185,0.49,3,low,sales,5,No,2017-01-03T00:00:00Z
No,0.39,No,152,0.64,2,low,sales,3,No,2018-01-14T00:00:00Z
No,0.9,No,236,0.77,3,low,sales,4,No,2017-08-25T00:00:00Z
No,0.18,No,231,0.84,5,low,sales,4,No,2015-01-15T00:00:00Z
No,0.52,No,231,0.71,2,low,sales,2,No,2018-12-12T00:00:00Z
No,0.87,No,233,0.51,3,low,sales,4,No,2017-03-02T00:00:00Z
No,0.6,No,217,0.79,2,low,sales,5,No,2018-03-11T00:00:00Z
No,0.72,No,174,0.93,2,low,sales,4,No,2018-06-25T00:00:00Z
No,0.48,No,227,0.64,3,low,sales,4,No,2017-09-01T00:00:00Z
No,0.75,No,222,0.53,2,low,sales,3,No,2018-04-01T00:00:00Z
No,0.85,No,207,0.55,6,low,sales,2,No,2014-05-31T00:00:00Z
No,0.39,No,115,0.41,3,low,sales,6,No,2017-06-18T00:00:00Z
No,0.61,No,254,0.68,2,low,accounting,3,No,2018-08-03T00:00:00Z
No,0.6,No,170,0.61,3,low,accounting,4,No,2017-05-13T00:00:00Z
No,0.57,No,206,0.64,3,low,accounting,2,No,2017-06-15T00:00:00Z
No,0.19,No,149,0.68,3,medium,hr,5,No,2017-11-06T00:00:00Z
No,0.48,No,197,0.77,3,medium,hr,3,No,2017-02-05T00:00:00Z
No,0.69,No,261,0.75,3,medium,hr,4,No,2017-03-23T00:00:00Z
No,0.7,No,256,0.55,4,medium,hr,4,No,2016-05-05T00:00:00Z
No,0.65,No,219,0.92,3,medium,technical,3,No,2017-08-20T00:00:00Z
No,0.85,No,171,0.95,3,medium,technical,4,No,2017-12-06T00:00:00Z
No,0.93,No,207,0.76,2,medium,technical,4,No,2018-11-29T00:00:00Z
No,0.72,No,235,0.94,3,medium,technical,4,No,2017-11-25T00:00:00Z
No,0.49,No,173,0.55,3,medium,technical,2,No,2017-08-02T00:00:00Z
No,0.94,No,131,0.47,6,medium,technical,5,No,2014-12-28T00:00:00Z
No,0.81,No,143,0.84,2,medium,technical,4,No,2018-05-06T00:00:00Z
No,0.92,No,193,0.78,4,high,technical,5,No,2016-09-07T00:00:00Z
No,0.97,No,135,0.82,2,low,technical,3,No,2018-03-28T00:00:00Z
No,0.72,No,184,0.87,4,medium,support,4,No,2016-12-04T00:00:00Z
No,0.8,No,135,0.73,3,medium,support,5,No,2017-11-18T00:00:00Z
No,0.6,No,267,0.72,4,low,support,4,No,2016-02-01T00:00:00Z
No,0.89,No,184,0.65,3,low,support,4,No,2017-10-04T00:00:00Z
No,0.69,No,227,0.57,2,low,support,5,No,2018-07-10T00:00:00Z
No,0.54,No,257,0.81,2,low,support,4,No,2018-01-23T00:00:00Z
No,0.37,No,161,0.4,2,low,support,4,No,2018-05-24T00:00:00Z
No,0.73,No,215,0.52,3,low,support,4,No,2017-03-01T00:00:00Z
No,0.57,No,146,0.69,3,low,support,4,No,2017-09-23T00:00:00Z
No,0.86,No,191,0.66,2,low,technical,4,No,2018-11-21T00:00:00Z
No,0.83,No,261,0.85,3,low,technical,4,No,2017-03-16T00:00:00Z
No,0.19,No,200,0.52,5,low,technical,5,No,2015-10-04T00:00:00Z
No,0.55,No,239,0.93,4,low,management,4,No,2016-09-17T00:00:00Z
No,0.6,No,160,0.65,2,low,IT,4,No,2018-12-08T00:00:00Z
No,0.65,No,215,0.55,2,low,IT,5,No,2018-09-25T00:00:00Z
No,0.4,No,97,0.48,2,low,IT,4,No,2018-12-10T00:00:00Z
No,0.77,No,212,0.78,3,low,product_mng,4,No,2017-01-31T00:00:00Z
No,0.59,No,198,0.98,3,low,product_mng,4,No,2017-11-12T00:00:00Z
No,0.8,No,240,0.79,4,medium,IT,5,No,2016-03-28T00:00:00Z
No,0.84,No,242,0.55,3,medium,RandD,3,No,2017-10-29T00:00:00Z
No,0.88,No,250,0.71,3,medium,RandD,4,No,2017-06-23T00:00:00Z
No,0.37,No,229,0.9,6,medium,RandD,3,No,2014-04-19T00:00:00Z
No,0.88,No,133,0.66,2,medium,RandD,4,No,2018-09-12T00:00:00Z
No,0.69,No,200,0.85,2,medium,RandD,3,No,2018-02-16T00:00:00Z
No,0.76,No,139,0.57,4,medium,sales,5,No,2016-02-23T00:00:00Z
No,0.51,No,272,0.58,3,medium,accounting,4,No,2017-05-28T00:00:00Z
No,0.16,No,100,0.52,4,medium,support,3,No,2016-08-04T00:00:00Z
No,0.65,No,160,0.6,3,medium,technical,5,No,2017-06-17T00:00:00Z
No,0.54,No,195,0.81,4,medium,management,5,No,2016-11-15T00:00:00Z
No,0.66,No,152,0.68,3,high,marketing,4,No,2017-06-21T00:00:00Z
No,0.95,No,182,0.65,3,low,marketing,5,No,2017-08-16T00:00:00Z
No,0.83,No,137,0.57,2,medium,marketing,3,No,2018-03-25T00:00:00Z
No,0.98,No,182,0.84,3,medium,sales,4,No,2017-03-09T00:00:00Z
No,0.72,No,217,0.72,2,medium,sales,3,No,2018-08-05T00:00:00Z
No,0.71,No,192,0.62,4,medium,sales,4,No,2016-12-03T00:00:00Z
No,0.55,No,170,0.65,4,low,sales,4,No,2016-10-23T00:00:00Z
No,0.64,No,223,0.52,3,low,sales,3,No,2017-01-07T00:00:00Z
No,0.62,No,174,0.57,2,low,sales,3,No,2018-04-20T00:00:00Z
No,1,No,193,0.95,6,low,sales,3,No,2014-05-01T00:00:00Z
No,0.81,No,225,0.67,3,low,sales,4,No,2017-12-19T00:00:00Z
No,0.97,No,104,0.74,5,low,sales,3,No,2015-10-18T00:00:00Z
No,0.75,No,148,0.86,4,low,sales,6,No,2016-05-28T00:00:00Z
No,0.87,No,187,0.68,3,low,sales,5,No,2017-11-16T00:00:00Z
No,0.96,No,151,0.57,2,low,sales,3,No,2018-01-11T00:00:00Z
No,0.41,No,215,0.86,5,low,sales,6,No,2015-03-13T00:00:00Z
No,0.81,No,142,0.61,4,low,sales,4,No,2016-02-02T00:00:00Z
No,0.68,No,258,1,5,low,sales,6,No,2015-01-27T00:00:00Z
No,0.63,No,228,0.56,3,low,accounting,4,No,2017-07-15T00:00:00Z
No,0.6,No,221,0.84,3,low,accounting,2,No,2017-11-30T00:00:00Z
No,0.66,No,263,0.97,3,medium,accounting,3,No,2017-12-29T00:00:00Z
No,0.69,No,273,0.82,4,medium,hr,4,No,2016-03-06T00:00:00Z
No,0.23,No,247,0.37,4,medium,hr,3,No,2016-03-22T00:00:00Z
No,0.52,No,225,0.63,3,medium,hr,3,No,2017-04-01T00:00:00Z
No,0.78,No,174,0.4,3,medium,technical,6,No,2017-06-24T00:00:00Z
No,0.6,No,201,0.65,2,medium,technical,5,No,2018-09-06T00:00:00Z
No,0.9,No,254,0.62,3,medium,technical,3,No,2017-08-07T00:00:00Z
No,0.59,No,254,0.95,2,medium,technical,5,No,2018-02-09T00:00:00Z
No,0.96,No,200,0.85,4,medium,technical,4,No,2016-07-18T00:00:00Z
No,0.52,No,160,0.72,2,high,technical,2,No,2018-05-11T00:00:00Z
No,0.68,No,264,0.94,2,low,technical,3,No,2018-04-11T00:00:00Z
No,0.6,No,172,0.59,3,medium,technical,3,No,2017-05-12T00:00:00Z
No,0.28,No,279,0.83,4,medium,technical,5,No,2016-01-22T00:00:00Z
No,0.98,No,260,0.54,3,medium,support,5,No,2017-02-22T00:00:00Z
No,0.67,No,262,0.52,2,medium,support,4,No,2018-07-11T00:00:00Z
No,0.83,No,195,0.9,3,low,support,3,No,2017-11-18T00:00:00Z
No,0.79,No,139,0.86,3,low,support,3,No,2017-09-03T00:00:00Z
No,0.54,No,205,0.86,5,low,support,4,No,2015-12-05T00:00:00Z
No,0.51,No,212,0.86,2,low,support,5,No,2018-01-04T00:00:00Z
No,0.75,No,148,0.65,2,low,support,4,No,2018-01-29T00:00:00Z
No,0.51,No,228,0.67,3,low,support,4,No,2017-08-18T00:00:00Z
No,0.73,No,230,0.74,3,low,support,5,No,2017-02-16T00:00:00Z
No,0.17,No,286,0.4,3,low,support,4,No,2017-11-02T00:00:00Z
No,0.88,No,142,0.59,3,low,technical,4,No,2017-07-09T00:00:00Z
No,0.76,No,161,0.79,3,low,technical,3,No,2017-08-23T00:00:00Z
No,0.62,No,266,0.97,3,low,management,4,No,2017-08-13T00:00:00Z
No,0.5,No,143,0.85,3,low,IT,2,No,2017-05-03T00:00:00Z
No,0.16,No,165,0.65,3,low,IT,5,No,2017-04-12T00:00:00Z
No,0.18,No,204,0.99,6,low,IT,4,No,2014-07-30T00:00:00Z
No,0.86,No,170,0.68,2,low,IT,4,No,2018-01-29T00:00:00Z
No,0.68,No,203,0.52,3,low,IT,5,No,2017-01-23T00:00:00Z
No,0.68,No,199,0.85,3,low,product_mng,3,No,2017-09-29T00:00:00Z
No,0.89,No,223,0.78,3,low,product_mng,4,No,2017-02-20T00:00:00Z
No,0.86,No,220,0.88,2,low,product_mng,4,No,2018-03-28T00:00:00Z
No,0.43,No,190,0.41,3,medium,product_mng,4,No,2017-03-18T00:00:00Z
No,0.94,No,111,0.8,4,medium,RandD,5,Yes,2016-02-11T00:00:00Z
No,0.43,No,138,0.6,3,medium,RandD,3,Yes,2017-03-13T00:00:00Z
No,0.72,No,203,0.49,3,medium,RandD,3,Yes,2017-09-30T00:00:00Z
No,0.35,No,119,0.67,3,medium,marketing,3,Yes,2017-05-27T00:00:00Z
No,0.77,No,157,0.79,3,medium,sales,3,Yes,2017-10-18T00:00:00Z
No,0.74,No,135,0.7,2,medium,accounting,5,Yes,2018-06-02T00:00:00Z
No,0.5,No,200,0.6,2,medium,support,4,Yes,2018-04-21T00:00:00Z
No,0.87,No,121,0.56,2,medium,technical,4,Yes,2018-12-30T00:00:00Z
No,0.55,No,162,0.48,3,high,management,3,Yes,2017-02-28T00:00:00Z
No,0.8,No,135,0.65,3,low,marketing,3,Yes,2017-03-19T00:00:00Z
No,0.49,No,183,0.52,2,medium,marketing,4,Yes,2018-12-08T00:00:00Z
No,0.54,No,228,0.92,3,medium,marketing,4,Yes,2017-05-27T00:00:00Z
No,0.21,No,148,0.87,5,medium,sales,4,No,2015-02-17T00:00:00Z
No,0.77,No,219,0.77,2,medium,sales,3,No,2018-09-22T00:00:00Z
No,0.53,No,147,0.73,3,low,sales,4,No,2017-05-27T00:00:00Z
No,0.89,No,165,0.49,6,low,sales,5,No,2014-06-27T00:00:00Z
No,0.53,No,231,0.59,2,low,sales,3,No,2018-10-07T00:00:00Z
No,0.44,No,124,0.45,3,low,sales,2,No,2017-09-26T00:00:00Z
No,0.7,No,131,0.44,2,low,sales,2,No,2018-08-06T00:00:00Z
No,0.54,No,199,0.76,4,low,sales,3,No,2016-06-26T00:00:00Z
No,0.9,No,220,0.56,3,low,sales,3,No,2017-07-02T00:00:00Z
No,0.69,No,215,0.8,3,low,sales,5,No,2017-10-05T00:00:00Z
No,0.78,No,180,0.59,3,low,sales,4,No,2017-07-12T00:00:00Z
No,0.91,No,272,0.49,6,low,sales,6,No,2014-06-02T00:00:00Z
No,0.92,No,228,0.61,2,low,sales,2,No,2018-02-19T00:00:00Z
No,0.96,No,168,0.88,2,low,sales,3,No,2018-05-29T00:00:00Z
No,0.8,No,205,0.77,2,low,sales,4,No,2018-07-21T00:00:00Z
No,0.52,No,244,0.67,3,low,sales,3,No,2017-06-10T00:00:00Z
No,0.52,No,185,0.97,2,low,sales,3,No,2018-04-25T00:00:00Z
No,0.89,No,160,0.9,2,low,accounting,4,No,2018-03-07T00:00:00Z
No,0.83,No,262,0.61,4,low,accounting,4,No,2016-03-03T00:00:00Z
No,0.7,No,225,0.84,6,low,accounting,6,No,2014-05-19T00:00:00Z
No,0.89,No,174,0.74,2,low,hr,4,No,2018-02-19T00:00:00Z
No,0.21,No,266,0.37,3,medium,hr,6,Yes,2017-04-14T00:00:00Z
No,0.67,No,241,0.78,4,medium,hr,4,Yes,2016-05-23T00:00:00Z
No,0.73,No,245,0.97,2,medium,hr,3,Yes,2018-05-29T00:00:00Z
No,0.85,No,261,0.51,4,medium,technical,3,Yes,2016-08-12T00:00:00Z
No,0.54,No,157,0.85,3,medium,technical,4,Yes,2017-05-31T00:00:00Z
No,0.74,No,286,0.94,6,medium,technical,3,Yes,2014-07-19T00:00:00Z
No,0.76,No,229,0.52,3,medium,technical,2,Yes,2017-07-31T00:00:00Z
No,0.85,No,159,0.5,2,medium,technical,4,Yes,2018-06-16T00:00:00Z
No,0.82,No,196,0.89,3,medium,technical,4,Yes,2017-08-01T00:00:00Z
No,0.71,No,133,0.79,3,medium,technical,4,Yes,2017-03-13T00:00:00Z
No,0.79,No,228,0.65,3,medium,technical,5,Yes,2017-03-18T00:00:00Z
No,0.86,No,247,0.56,3,high,technical,4,Yes,2017-08-17T00:00:00Z
No,0.9,No,215,0.78,3,low,technical,5,Yes,2017-02-09T00:00:00Z
No,0.53,No,237,0.74,2,medium,support,5,Yes,2018-06-19T00:00:00Z
No,0.51,No,269,0.91,5,medium,support,4,Yes,2015-08-08T00:00:00Z
No,0.92,No,168,0.82,3,low,support,4,Yes,2017-01-08T00:00:00Z
No,1,No,168,0.59,3,low,support,3,Yes,2017-02-22T00:00:00Z
No,0.23,No,163,0.67,5,low,support,4,Yes,2015-10-20T00:00:00Z
No,0.52,No,142,0.77,2,low,support,3,Yes,2018-10-26T00:00:00Z
No,0.59,No,264,0.72,3,low,support,4,No,2017-05-02T00:00:00Z
No,0.75,No,184,0.55,2,low,support,2,No,2018-05-18T00:00:00Z
No,0.99,No,138,0.58,3,low,technical,4,No,2017-04-30T00:00:00Z
No,0.57,No,195,0.76,3,medium,technical,3,No,2017-04-02T00:00:00Z
No,0.87,No,251,0.95,3,medium,technical,4,No,2017-09-06T00:00:00Z
No,0.52,No,108,0.47,5,medium,management,3,No,2015-11-20T00:00:00Z
No,0.57,No,144,0.9,2,medium,IT,3,No,2018-02-12T00:00:00Z
No,0.32,No,112,0.77,4,medium,IT,6,No,2016-09-23T00:00:00Z
No,0.66,No,201,0.81,3,medium,IT,2,No,2017-09-01T00:00:00Z
No,0.53,No,204,0.8,3,medium,IT,4,No,2017-05-05T00:00:00Z
No,0.55,No,226,0.62,3,medium,IT,5,No,2017-07-02T00:00:00Z
No,0.66,No,217,0.9,4,medium,product_mng,3,No,2016-08-28T00:00:00Z
No,0.69,No,149,0.92,2,medium,product_mng,4,No,2018-06-08T00:00:00Z
No,0.67,No,237,0.99,3,medium,product_mng,5,No,2017-10-29T00:00:00Z
No,0.75,No,256,0.37,3,medium,product_mng,3,No,2017-12-01T00:00:00Z
No,0.7,No,194,0.98,2,medium,IT,4,No,2018-04-20T00:00:00Z
No,0.71,No,202,0.74,2,medium,RandD,3,No,2018-03-09T00:00:00Z
No,0.97,No,133,0.6,2,medium,RandD,5,No,2018-09-27T00:00:00Z
No,0.5,No,246,0.48,3,medium,RandD,3,No,2017-07-14T00:00:00Z
No,0.34,No,206,0.92,3,medium,RandD,3,No,2017-04-15T00:00:00Z
No,0.67,No,204,0.74,3,medium,RandD,3,No,2017-04-28T00:00:00Z
No,0.78,No,157,0.98,3,medium,marketing,4,No,2017-01-17T00:00:00Z
No,0.52,No,187,0.91,2,medium,sales,4,No,2018-02-14T00:00:00Z
No,0.91,No,211,0.51,2,medium,accounting,2,No,2018-02-15T00:00:00Z
No,0.79,No,204,0.92,3,medium,support,3,No,2017-02-16T00:00:00Z
No,0.74,No,244,0.76,3,medium,management,3,No,2017-04-14T00:00:00Z
No,0.49,No,117,0.71,3,high,marketing,2,No,2017-12-21T00:00:00Z
No,0.99,No,241,0.91,2,high,sales,3,No,2018-08-07T00:00:00Z
No,0.88,No,147,0.59,4,high,sales,5,No,2016-03-10T00:00:00Z
No,0.89,No,240,0.9,3,high,sales,3,No,2017-08-10T00:00:00Z
No,0.8,No,238,0.58,2,high,sales,4,No,2018-09-25T00:00:00Z
No,0.22,No,262,0.89,4,high,sales,4,No,2016-07-02T00:00:00Z
No,0.87,No,215,0.83,2,high,sales,4,No,2018-11-14T00:00:00Z
No,0.66,No,211,0.66,4,high,sales,3,No,2016-08-23T00:00:00Z
No,0.95,No,180,0.54,5,high,sales,4,No,2015-02-19T00:00:00Z
No,0.49,No,260,0.56,6,low,sales,4,No,2014-05-26T00:00:00Z
No,0.71,No,228,0.68,2,low,sales,4,No,2018-04-21T00:00:00Z
No,0.2,No,249,0.96,3,low,sales,2,No,2017-10-04T00:00:00Z
No,0.85,No,210,0.57,3,low,sales,5,No,2017-02-26T00:00:00Z
No,0.82,No,140,0.68,2,low,sales,3,No,2018-11-03T00:00:00Z
No,0.87,No,252,0.42,5,low,sales,5,No,2015-02-26T00:00:00Z
No,0.88,No,266,0.84,3,low,accounting,3,No,2017-08-10T00:00:00Z
No,0.98,No,138,0.79,3,low,accounting,4,No,2017-06-13T00:00:00Z
No,0.89,No,220,0.98,3,low,accounting,3,No,2017-08-11T00:00:00Z
No,0.92,No,214,0.51,3,low,hr,5,No,2017-06-15T00:00:00Z
No,0.48,No,121,0.6,5,low,hr,2,No,2015-06-22T00:00:00Z
No,0.67,No,195,0.49,3,low,hr,4,No,2017-04-22T00:00:00Z
No,0.84,No,135,0.55,3,medium,hr,3,No,2017-05-04T00:00:00Z
No,0.97,No,261,0.78,2,medium,technical,4,No,2018-07-05T00:00:00Z
No,0.75,No,141,0.75,4,medium,technical,2,No,2016-02-13T00:00:00Z
No,0.69,No,200,0.64,3,medium,technical,4,No,2017-02-13T00:00:00Z
No,0.85,No,257,0.6,3,medium,technical,4,No,2017-10-26T00:00:00Z
No,0.34,No,141,0.41,3,medium,technical,2,No,2017-11-20T00:00:00Z
No,0.97,No,185,0.68,2,medium,technical,3,No,2018-06-27T00:00:00Z
No,0.39,No,235,0.99,6,medium,technical,6,No,2014-11-14T00:00:00Z
No,0.54,No,264,0.81,4,medium,technical,4,No,2016-07-02T00:00:00Z
No,0.78,No,260,0.67,3,medium,technical,4,No,2017-02-05T00:00:00Z
No,0.49,No,158,0.79,3,high,support,4,No,2017-04-13T00:00:00Z
No,0.17,No,195,0.83,5,high,support,6,No,2015-05-09T00:00:00Z
No,0.9,No,114,1,5,high,support,2,No,2015-12-12T00:00:00Z
No,0.36,No,179,0.72,3,high,support,3,No,2017-08-28T00:00:00Z
No,0.19,No,158,0.76,3,high,support,2,No,2017-04-18T00:00:00Z
No,0.75,No,254,0.76,4,low,support,4,No,2016-03-15T00:00:00Z
No,0.72,No,171,0.95,3,low,support,5,No,2017-09-07T00:00:00Z
No,0.62,No,142,0.64,2,low,technical,4,No,2018-12-04T00:00:00Z
No,0.97,No,241,0.75,2,low,technical,3,No,2018-06-14T00:00:00Z
No,0.69,No,275,0.64,3,low,technical,3,No,2017-04-04T00:00:00Z
No,0.98,No,157,0.56,2,low,management,3,No,2018-02-22T00:00:00Z
No,0.62,No,169,0.53,3,low,IT,5,No,2017-09-02T00:00:00Z
No,0.59,No,233,0.82,2,medium,IT,2,No,2018-03-19T00:00:00Z
No,0.73,No,160,0.98,3,medium,IT,4,No,2017-06-18T00:00:00Z
No,0.71,No,189,0.79,3,medium,IT,3,No,2017-10-15T00:00:00Z
No,0.85,No,273,0.58,4,medium,IT,4,No,2016-04-02T00:00:00Z
No,0.48,No,134,0.38,3,medium,product_mng,3,No,2017-01-11T00:00:00Z
No,0.64,No,248,0.4,3,medium,product_mng,3,No,2017-11-29T00:00:00Z
No,0.19,No,222,0.64,5,medium,product_mng,6,No,2015-08-04T00:00:00Z
No,0.82,No,219,0.69,3,medium,IT,5,No,2017-05-13T00:00:00Z
No,0.99,No,202,0.96,3,medium,RandD,4,No,2017-06-09T00:00:00Z
No,0.45,No,200,0.58,2,medium,RandD,3,No,2018-06-06T00:00:00Z
